Species CopyNumber PercentMatches FullLength ConsensusLength fr_A_cons fr_T_cons fr_G_cons fr_C_cons fr_A_repeat fr_T_repeat fr_G_repeat fr_C_repeat RepeatsNumber
Balearica_pavonina 15.5 98 123 8 5 1 0 2 77 15 1 31 2
Balearica_pavonina 4.7 97 47 10 4 2 2 2 20 10 9 9 2
Balearica_regulorum 17.6 100 140 8 5 1 0 2 89 17 0 35 2
Balearica_regulorum 4.8 92 48 10 4 2 2 2 19 10 10 10 2
Bangana_decora 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Bangana_tungting 13.5 100 26 2 1 1 0 0 13 14 0 0 1
Banjos_banjos 2.1 82 51 24 8 4 2 10 14 9 4 25 1
Barbonymus_gonionotus 1.9 88 36 19 9 7 1 2 16 14 3 4 1
Barbus_barbus 14.5 100 28 2 1 1 0 0 14 15 0 0 2
Barbus_barbus 1.9 88 34 18 8 7 0 3 13 16 0 6 2
Barbus_trimaculatus 37.1 98 667 18 5 8 2 3 186 289 75 112 3
Barbus_trimaculatus 63.9 63 578 11 4 4 1 2 161 256 64 97 3
Barbus_trimaculatus 2.1 94 31 15 5 5 1 4 10 12 2 8 3
Barilius_bendelisis 17 100 33 2 1 1 0 0 17 17 0 0 1
Basiliscus_vittatus 4.9 100 33 7 6 1 0 0 30 4 0 0 2
Basiliscus_vittatus 3 97 324 110 33 30 13 34 98 86 40 101 2
Bathytroctes_breviceps 2.5 94 30 13 0 1 3 9 0 2 6 23 1
Batrachoseps_attenuatus 3.8 71 57 16 9 7 0 0 34 23 0 1 4
Batrachoseps_attenuatus 20.1 85 151 7 5 2 0 0 106 46 0 0 4
Batrachoseps_attenuatus 18.6 88 143 8 5 3 0 0 100 44 0 0 4
Batrachoseps_attenuatus 6.2 89 141 23 16 7 0 0 99 43 0 0 4
Batrachoseps_wrighti 12.6 95 2873 229 93 77 21 38 1136 981 285 472 2
Batrachoseps_wrighti 6.3 95 2873 459 183 156 44 76 1136 981 285 472 2
Batrachuperus_londongensis 1.9 92 113 59 17 20 13 9 31 41 25 17 1
Batrachuperus_pinchonii 1.9 96 113 59 17 21 13 8 31 41 26 16 1
Batrachuperus_tibetanus 1.9 96 113 59 17 21 13 8 31 40 26 17 1
Batrachuperus_yenyuanensis 1.9 94 113 59 17 21 13 8 30 41 26 17 2
Batrachuperus_yenyuanensis 2.1 88 33 16 11 4 1 0 22 10 2 0 2
Beaufortia_kweichowensis 3 82 48 16 7 6 2 1 22 18 5 4 1
Belligobio_nummifer 3.1 86 50 17 7 7 2 1 22 22 4 3 1
Bhavania_australis 2.1 83 44 21 7 5 2 7 14 12 5 14 1
Bison_bison 2.3 94 31 14 5 1 1 7 12 3 1 16 1
Bison_bonasus 1.9 82 46 25 12 5 2 6 19 11 5 12 2
Bison_bonasus 2.7 88 38 14 5 3 1 5 15 8 1 15 2
Bison_priscus 2.3 94 31 14 5 1 1 7 12 3 1 16 2
Bison_priscus 2.3 94 31 14 5 1 1 7 12 3 1 16 2
Biwia_springeri 3.5 75 60 17 6 7 2 2 22 28 6 5 1
Blanus_cinereus 7.1 99 412 58 19 11 10 18 136 75 67 135 1
Blarinella_quadraticauda 4.4 66 115 26 10 11 2 3 44 48 10 14 5
Blarinella_quadraticauda 1.9 84 38 20 9 5 3 3 17 9 8 5 5
Blarinella_quadraticauda 16.5 93 32 2 1 1 0 0 17 15 1 0 5
Blarinella_quadraticauda 5.1 91 400 79 30 31 7 11 153 149 36 63 5
Blarinella_quadraticauda 13.2 99 236 18 5 3 3 7 65 39 39 94 5
Boa_constrictor 9.8 99 963 98 45 29 3 21 440 286 30 208 4
Boa_constrictor 2.3 79 56 25 16 3 1 5 37 7 3 10 4
Boa_constrictor 1.9 94 34 18 9 7 0 2 17 14 0 4 4
Boa_constrictor 10.9 98 1064 98 45 29 3 21 491 318 27 229 4
Boleophthalmus_boddarti 2.5 100 321 131 51 28 19 33 125 66 51 80 1
Boleophthalmus_pectinirostris 5.4 99 702 130 48 32 15 35 258 171 88 186 1
Bombina_fortinuptialis 10.2 94 648 64 22 23 10 9 225 229 102 93 2
Bombina_fortinuptialis 5.2 99 387 75 25 30 7 13 129 155 35 69 2
Bombina_lichuanensis 5.6 91 1271 227 82 79 22 44 452 463 117 240 7
Bombina_lichuanensis 1.8 98 311 170 62 60 15 33 113 112 28 59 7
Bombina_lichuanensis 12.4 98 925 74 26 27 7 14 326 332 86 182 7
Bombina_lichuanensis 3.3 62 157 50 17 17 4 12 57 56 13 32 7
Bombina_lichuanensis 7.3 98 479 66 24 23 10 9 175 167 73 65 7
Bombina_lichuanensis 4.2 97 316 75 27 28 7 13 115 121 29 52 7
Bombina_lichuanensis 3 100 32 11 5 3 3 0 15 9 9 0 7
Bombina_maxima 2.1 100 131 63 22 13 11 17 44 28 22 38 6
Bombina_maxima 8.5 95 634 75 26 29 7 13 220 249 57 109 6
Bombina_maxima 4.3 89 984 229 81 91 19 38 345 390 87 163 6
Bombina_maxima 1.8 99 307 171 62 66 14 29 110 122 26 50 6
Bombina_maxima 4.2 97 319 76 27 32 6 11 113 131 28 48 6
Bombina_maxima 8.5 98 544 65 27 21 8 9 228 171 70 76 6
Bombina_microdeladigitora 2 80 439 225 93 80 16 36 163 170 33 74 6
Bombina_microdeladigitora 1.8 95 311 171 62 62 14 33 113 119 26 54 6
Bombina_microdeladigitora 4.9 89 1122 226 77 82 20 47 389 426 98 210 6
Bombina_microdeladigitora 2.1 83 198 95 36 34 8 17 74 79 16 30 6
Bombina_microdeladigitora 5.3 95 334 63 22 23 9 9 117 118 46 54 6
Bombina_microdeladigitora 14.7 88 1122 75 25 28 7 15 389 426 98 210 6
Bombina_orientalis 12.1 98 928 77 24 33 7 13 295 388 88 158 2
Bombina_orientalis 3 89 194 64 19 22 14 9 60 65 45 25 2
Bombina_variegata 11.9 87 919 75 25 31 7 12 309 379 86 146 5
Bombina_variegata 6 88 919 150 50 62 14 24 309 379 86 146 5
Bombina_variegata 1.9 96 184 97 34 39 9 15 64 77 17 27 5
Bombina_variegata 13.4 99 850 64 18 24 14 8 242 312 187 110 5
Bombina_variegata 2.7 98 850 319 90 119 70 40 242 312 187 110 5
Boreogadus_saida 1.8 96 351 193 57 43 35 58 105 81 65 101 1
Bos_grunniens 2.3 94 31 14 5 1 1 7 12 3 1 16 1
Bos_mutus 2.3 94 31 14 5 1 1 7 12 3 1 16 1
Bostrychus_sinensis 2.5 76 45 19 4 4 2 9 11 8 4 23 1
Brachyhypopomus_occidentalis 3.3 80 106 32 12 14 4 2 40 43 13 11 1
Brachymystax_lenok 4 99 331 82 30 27 7 18 120 111 29 72 1
Brachymystax_lenok_tsinlingensis 2 97 159 81 31 24 6 20 61 50 11 38 1
Brachymystax_tumensis 4 99 331 82 31 27 6 18 125 111 24 72 1
Brachyphylla_cavernarum 20.9 100 250 12 3 2 2 5 63 41 42 105 2
Brachyphylla_cavernarum 2 93 30 16 6 2 0 8 11 4 0 16 2
Bradypus_pygmaeus 2.1 100 193 93 25 32 11 25 52 65 23 54 3
Bradypus_pygmaeus 1.9 84 37 20 8 5 4 3 16 10 8 4 3
Bradypus_pygmaeus 11.4 95 136 12 3 4 3 2 32 41 37 27 3
Bradypus_torquatus 32.2 93 192 6 2 1 1 2 64 33 32 64 1
Brevoortia_tyrannus 7.5 100 74 10 2 1 2 5 15 7 15 38 1
Brookesia_decaryi 4.4 80 74 17 9 8 0 0 39 35 0 1 8
Brookesia_decaryi 4.4 80 74 17 9 8 0 0 39 35 0 1 8
Brookesia_decaryi 12.5 100 24 2 1 1 0 0 12 13 0 0 8
Brookesia_decaryi 12.5 100 24 2 1 1 0 0 12 13 0 0 8
Brookesia_decaryi 2 88 34 18 8 2 1 7 15 4 2 14 8
Brookesia_decaryi 2 88 34 18 8 2 1 7 15 4 2 14 8
Brookesia_decaryi 21.5 95 43 2 1 1 0 0 22 21 1 0 8
Brookesia_decaryi 21.5 95 43 2 1 1 0 0 22 21 1 0 8
Brotogeris_cyanoptera 22 78 92 4 1 3 0 0 27 61 5 0 2
Brotogeris_cyanoptera 9.2 86 155 17 5 11 1 0 46 95 10 5 2
Brycon_henni 6.5 99 214 33 12 14 4 3 78 92 26 19 1
Brycon_orbignyanus 5.6 73 103 19 8 7 2 2 40 41 11 12 3
Brycon_orbignyanus 2.7 98 84 32 18 13 0 1 45 38 0 2 3
Brycon_orbignyanus 48 77 91 2 1 1 0 0 48 42 0 2 3
Bucorvus_leadbeateri 28.5 100 113 4 3 0 0 1 85 0 0 29 1
Budorcas_taxicolor 3.1 89 240 78 32 27 7 12 99 83 24 35 1
Buergeria_buergeri 11 96 2131 191 67 62 30 32 746 688 335 363 5
Buergeria_buergeri 2.9 100 25 9 3 5 0 1 8 15 0 3 5
Buergeria_buergeri 19.1 98 1824 96 34 31 15 16 639 584 292 310 5
Buergeria_buergeri 20.4 99 774 38 11 17 3 7 218 344 62 151 5
Buergeria_buergeri 4.4 96 2131 478 168 154 75 81 746 688 335 363 5
Bufo_gargarizans 1.9 88 34 18 2 5 1 10 4 11 2 18 1
Bufo_japonicus 1.8 97 374 206 72 70 24 40 128 127 47 73 4
Bufo_japonicus 3.3 98 341 103 26 27 14 36 82 88 47 125 4
Bufo_japonicus 15.5 93 30 2 1 1 0 0 14 17 0 0 4
Bufo_japonicus 2.1 92 46 22 9 6 5 2 18 15 9 5 4
Bufo_stejnegeri 2.1 85 37 19 10 2 2 5 20 4 3 11 4
Bufo_stejnegeri 3.1 91 705 223 71 78 28 46 223 248 93 142 4
Bufo_stejnegeri 1.9 84 50 28 16 10 1 1 29 20 1 1 4
Bufo_stejnegeri 2 93 341 170 38 44 23 65 77 93 46 126 4
Bufotes_raddei 14 100 27 2 1 1 0 0 14 14 0 0 3
Bufotes_raddei 8.5 97 521 61 14 23 10 14 121 199 81 121 3
Bufotes_raddei 4.3 97 521 122 29 45 20 28 121 199 81 121 3
Bufo_tibetanus 2.1 100 493 230 76 76 31 47 162 162 68 102 2
Bufo_tibetanus 2.1 89 36 18 2 5 1 10 4 12 2 19 2
Bunocephalus_coracoideus 2.1 81 69 33 14 9 5 5 26 23 10 11 2
Bunocephalus_coracoideus 1.9 85 41 22 11 7 1 3 21 15 2 4 2
Buteo_buteo 13.5 100 147 11 4 5 1 1 54 68 13 13 5
Buteo_buteo 7.3 94 167 23 7 13 0 3 50 97 0 21 5
Buteo_buteo 23.2 99 1114 48 22 9 5 12 512 209 115 279 5
Buteo_buteo 2 100 53 27 6 9 2 10 12 18 4 20 5
Buteo_buteo 3.5 100 37 11 5 5 0 1 16 19 0 3 5
Buteo_hemilasius 13.7 99 150 11 5 5 0 1 63 69 6 13 5
Buteo_hemilasius 11.2 99 538 48 22 9 5 12 247 100 56 136 5
Buteo_hemilasius 2.1 88 32 16 9 1 2 4 18 2 4 9 5
Buteo_hemilasius 8.1 95 188 23 7 14 0 2 57 114 0 18 5
Buteo_hemilasius 2.5 100 26 11 5 5 0 1 11 14 0 2 5
Buteo_lagopus 6.3 98 144 23 7 14 0 2 44 86 0 15 4
Buteo_lagopus 3.2 100 34 11 5 5 0 1 17 15 0 3 4
Buteo_lagopus 17.5 99 191 11 4 5 1 1 70 81 17 24 4
Buteo_lagopus 21.2 100 1018 48 22 9 5 12 467 191 106 255 4
Bycanistes_brevis 2.2 83 52 23 9 8 3 3 21 18 6 8 4
Bycanistes_brevis 3.8 78 88 23 8 8 3 4 36 30 11 12 4
Bycanistes_brevis 2.3 90 54 24 10 7 3 4 23 18 6 8 4
Bycanistes_brevis 54.9 97 658 12 4 4 3 1 220 205 163 71 4
Cabassous_centralis 3.7 83 234 64 32 23 3 6 108 85 18 24 4
Cabassous_centralis 5.6 95 447 80 29 27 4 20 163 151 24 110 4
Cabassous_centralis 1.9 82 234 124 61 42 5 16 108 85 18 24 4
Cabassous_centralis 20.2 100 120 6 2 1 1 2 40 20 20 41 4
Cabassous_chacoensis 7.8 100 46 6 2 1 1 2 15 8 8 16 1
Cabassous_tatouay 2 86 40 22 10 1 0 11 19 2 0 20 3
Cabassous_tatouay 10.7 100 63 6 2 1 1 2 21 10 11 22 3
Cabassous_tatouay 1.9 83 122 65 32 22 2 9 55 46 7 15 3
Cabassous_unicinctus 10.8 100 64 6 2 1 1 2 21 11 11 22 3
Cabassous_unicinctus 2.5 88 203 80 31 27 3 19 74 70 13 47 3
Cabassous_unicinctus 2.5 72 51 21 9 6 1 5 19 15 3 15 3
Caecilia_volcani 2.2 100 25 12 3 2 1 6 6 5 2 13 1
Caenolestes_fuliginosus 22.5 99 179 8 2 3 2 1 37 68 53 22 1
Caiman_crocodilus 3.3 96 72 22 7 12 1 2 25 41 3 4 7
Caiman_crocodilus 3.3 96 72 22 7 12 1 2 25 41 3 4 7
Caiman_crocodilus 2.4 90 51 22 7 13 1 1 18 30 2 2 7
Caiman_crocodilus 4.6 99 1332 287 117 111 12 47 547 516 58 212 7
Caiman_crocodilus 3.3 96 72 22 7 12 1 2 25 41 3 4 7
Caiman_crocodilus 1.9 88 33 18 9 4 1 4 17 8 2 7 7
Caiman_crocodilus 3.3 96 72 22 7 12 1 2 25 41 3 4 7
Calliope_calliope 2.4 80 42 18 5 3 1 9 13 8 2 20 1
Calliphlox_amethystina 33.8 95 135 4 3 0 0 1 101 0 0 35 1
Callorhinus_ursinus 36.3 91 273 8 3 2 1 2 101 60 36 77 2
Callorhinus_ursinus 1.9 84 38 20 9 5 3 3 17 10 8 4 2
Calotes_versicolor 3.7 87 161 44 17 27 0 0 66 94 1 1 11
Calotes_versicolor 2 94 64 33 14 17 1 1 28 35 1 1 11
Calotes_versicolor 2.7 84 51 19 9 7 0 3 24 20 2 6 11
Calotes_versicolor 5.2 80 45 9 5 3 0 1 23 18 1 4 11
Calotes_versicolor 2.4 90 65 27 14 11 0 2 32 26 1 7 11
Calotes_versicolor 10.9 100 75 7 4 0 0 3 43 0 0 33 11
Calotes_versicolor 2.1 85 38 19 10 7 0 2 19 16 1 3 11
Calotes_versicolor 4 88 169 43 16 26 1 0 67 101 1 1 11
Calotes_versicolor 5.1 96 339 66 33 18 5 10 173 90 25 52 11
Calotes_versicolor 2.7 84 70 26 14 10 0 2 32 29 3 7 11
Calotes_versicolor 4.8 78 55 12 8 1 1 2 38 5 3 10 11
Calyptocephallela_gayi 33.1 99 310 10 4 4 2 0 122 123 66 0 3
Calyptocephallela_gayi 5.6 98 411 74 28 22 6 18 158 125 32 97 3
Calyptocephallela_gayi 4.3 99 476 111 30 25 14 42 127 108 65 177 3
Calyptophractus_retusus 7.2 100 42 6 2 1 1 2 14 7 7 15 1
Calyptorhynchus_baudinii 1.9 85 39 21 6 8 0 7 11 14 0 15 1
Calyptorhynchus_lathami 1.9 85 39 21 6 8 0 7 11 14 0 15 1
Calyptorhynchus_latirostris 1.9 85 39 21 6 8 0 7 11 14 0 15 1
Camelus_ferus 8.2 90 281 35 12 6 6 11 91 47 49 95 2
Camelus_ferus 49.5 89 282 6 2 1 1 2 91 47 49 96 2
Campephilus_guatemalensis 3.8 93 41 11 0 9 1 1 1 37 2 2 2
Campephilus_guatemalensis 3.1 92 35 12 1 10 0 1 2 30 1 3 2
Canis_anthus 29.4 81 293 10 2 3 3 2 70 75 76 73 3
Canis_anthus 15.2 86 293 20 5 5 5 5 70 75 76 73 3
Canis_anthus 23.5 84 234 10 2 2 3 3 57 57 60 61 3
Canis_latrans 30.2 96 301 10 2 2 3 3 66 60 74 91 1
Canis_lupus 30.4 93 303 10 2 2 3 3 70 61 78 91 1
Canis_lupus_chanco 30.3 95 302 10 3 2 2 3 79 61 72 91 1
Canis_lupus_familiaris 30.1 94 300 10 3 2 2 3 76 60 75 90 1
Canis_lupus_laniger 32.9 96 328 10 3 2 2 3 86 66 78 99 1
Capra_aegagrus 1.9 86 141 75 32 22 9 12 56 45 19 22 1
Capra_caucasica 2 85 148 76 33 20 8 15 59 45 19 26 1
Capra_falconeri 2.1 82 155 75 31 22 12 10 56 51 28 21 1
Capra_hircus 1.9 90 146 76 32 22 9 13 59 46 18 24 1
Capra_ibex 3.1 62 115 35 16 11 5 3 50 37 15 14 3
Capra_ibex 2.9 98 217 76 31 24 10 11 88 66 30 34 3
Capra_ibex 3.1 62 121 41 15 13 5 8 49 39 15 19 3
Capra_nubiana 3.2 65 117 35 12 11 6 6 44 38 18 18 3
Capra_nubiana 2.8 93 210 76 30 23 11 12 81 66 33 31 3
Capra_nubiana 3.1 68 123 42 16 12 6 8 48 39 17 20 3
Capra_pyrenaica 2.1 98 161 76 31 23 10 12 66 48 22 26 2
Capra_pyrenaica 3.1 60 122 41 18 13 6 4 51 38 17 17 2
Capra_sibirica 1.9 91 146 76 32 23 8 13 59 47 18 23 1
Capricornis_crispus 1.9 88 146 76 32 22 11 11 60 47 20 20 1
Capricornis_swinhoei 2.1 93 156 76 33 22 9 12 69 49 18 21 1
Caprimulgus_indicus 2.2 85 47 22 9 7 1 5 19 15 3 11 2
Caprimulgus_indicus 8.2 99 642 78 30 26 8 14 252 212 64 115 2
Caracal_caracal 3.5 95 281 81 26 27 12 16 93 94 42 53 4
Caracal_caracal 6 100 83 14 5 3 2 4 30 18 12 24 4
Caracal_caracal 10.3 77 69 6 2 1 1 2 25 15 10 20 4
Caracal_caracal 12.4 78 88 8 3 2 1 2 32 19 12 26 4
Carapus_bermudensis 13 100 25 2 1 1 0 0 13 13 0 0 1
Carassius_auratus_x_Megalobrama_amblycephala_pentaploid_hybrid 3.2 76 52 16 6 7 2 1 22 22 5 4 1
Carassius_cuvieri 3.2 76 52 16 6 7 2 1 22 22 5 4 1
Carcharhinus_brevipinna 2 81 93 46 18 18 2 8 33 38 5 18 1
Carcharhinus_sorrah 2 83 93 46 16 17 2 11 29 37 5 23 1
Carcharhinus_tjutjot 2 83 93 46 18 18 2 8 34 38 5 17 1
Carcharias_taurus 2.1 100 127 60 18 18 8 16 40 38 17 33 1
Carcharodon_carcharias 2.4 88 131 54 12 14 9 19 27 37 23 45 1
Caretta_caretta 40.4 100 201 5 2 3 0 0 81 121 0 0 1
Carettochelys_insculpta 19.5 94 39 2 1 1 0 0 19 20 0 1 1
Carlito_syrichta 61 100 365 6 2 1 1 2 122 61 61 122 1
Carollia_perspicillata 13.2 94 216 16 3 2 3 8 50 25 39 103 1
Carpodacus_roseus 2.2 89 33 15 5 2 0 8 12 6 0 16 1
Casuarius_casuarius 2.2 100 37 17 3 0 14 0 6 0 32 0 4
Casuarius_casuarius 2.3 90 74 33 19 0 2 12 44 0 5 26 4
Casuarius_casuarius 4 80 36 10 2 0 8 0 7 0 30 0 4
Casuarius_casuarius 6.3 95 69 11 6 0 1 4 40 0 5 25 4
Cathartes_aura 14.4 100 100 7 5 0 0 2 72 0 0 29 1
Catopuma_badia 20.3 82 133 6 2 1 1 2 47 25 20 42 3
Catopuma_badia 7.3 93 145 20 7 4 3 6 51 28 22 45 3
Catopuma_badia 11.2 77 150 14 5 2 2 5 53 29 22 47 3
Cavia_porcellus 19.1 100 305 16 4 3 5 4 76 58 96 76 1
Centropyge_eibli 2 84 38 20 8 6 4 2 15 15 6 3 3
Centropyge_eibli 19.4 100 309 16 6 7 2 1 116 136 39 19 3
Centropyge_eibli 13.6 100 135 10 5 4 0 1 68 55 0 13 3
Centropyge_flavissima 22.4 99 357 16 5 7 3 1 112 151 67 28 1
Centropyge_heraldi 25 100 24 1 0 0 0 1 0 0 0 25 1
Centropyge_multicolor 32 100 31 1 0 0 0 1 0 0 0 32 1
Centropyge_venusta 2.3 100 24 11 1 0 0 10 2 0 0 23 1
Centropyge_woodheadi 1.9 100 26 14 7 6 0 1 14 11 0 2 1
Cephalopholis_boenak 13.4 100 253 19 7 8 1 3 94 107 13 40 1
Cephalopholis_sexmaculata 2.7 80 45 17 7 6 2 2 19 18 3 6 1
Cephalophus_adersi 2.2 94 31 15 6 3 0 6 11 7 0 14 1
Cephalophus_leucogaster 2.7 88 38 14 5 3 0 6 15 7 1 16 1
Cephalophus_silvicultor 2.1 82 159 75 31 23 11 10 63 48 24 25 1
Ceratotherium_simum 35.2 100 351 10 4 2 1 3 141 70 35 106 1
Cercocebus_atys 2 98 109 55 16 12 12 15 31 25 24 30 1
Cervus_canadensis_songaricus 3.5 71 66 19 8 7 3 1 29 24 9 5 3
Cervus_canadensis_songaricus 2.2 94 31 15 5 3 1 6 10 7 1 14 3
Cervus_canadensis_songaricus 3.3 67 67 21 9 9 2 1 29 28 7 4 3
Cervus_elaphus 2.1 94 30 15 6 3 0 6 11 7 0 13 1
Cervus_elaphus_xanthopygus 3.2 80 123 39 17 14 5 3 52 40 19 13 3
Cervus_elaphus_xanthopygus 3.5 71 66 19 8 7 3 1 29 24 9 5 3
Cervus_elaphus_xanthopygus 2.2 94 31 15 6 3 0 6 11 7 0 14 3
Cervus_elaphus_yarkandensis 2.8 89 40 15 6 3 0 6 17 9 0 15 1
Cervus_nippon_centralis 2.9 89 41 15 6 3 0 6 17 9 0 16 3
Cervus_nippon_centralis 7.4 95 289 39 17 14 5 3 121 102 42 25 3
Cervus_nippon_centralis 3.3 69 60 17 6 5 3 3 25 20 9 7 3
Cervus_nippon_hortulorum 2.2 84 83 39 17 12 5 5 35 28 13 8 2
Cervus_nippon_hortulorum 2.9 86 41 15 6 2 0 7 17 8 0 17 2
Cervus_nippon_kopschi 2.3 90 87 39 17 13 5 4 37 30 13 8 3
Cervus_nippon_kopschi 3.5 71 66 19 8 7 3 1 29 24 9 5 3
Cervus_nippon_kopschi 3.2 82 46 15 6 3 0 6 18 11 0 18 3
Cervus_nippon_sichuanicus 3.2 82 46 15 6 3 0 6 18 11 0 18 3
Cervus_nippon_sichuanicus 3.5 71 66 19 8 7 3 1 29 24 9 5 3
Cervus_nippon_sichuanicus 2.3 90 87 39 17 13 5 4 37 30 13 8 3
Cervus_nippon_taiouanus 3.5 72 67 19 8 7 3 1 29 25 10 4 4
Cervus_nippon_taiouanus 3.3 68 68 21 9 9 2 1 29 29 8 3 4
Cervus_nippon_taiouanus 3.2 82 46 15 6 3 0 6 18 11 0 18 4
Cervus_nippon_taiouanus 2.4 87 94 40 17 14 6 3 40 33 15 7 4
Cervus_nippon_yakushimae 2.9 89 41 15 6 3 0 6 17 9 0 16 3
Cervus_nippon_yakushimae 3.1 70 63 21 9 9 2 1 28 27 6 3 3
Cervus_nippon_yakushimae 3.7 74 70 18 7 8 2 1 31 26 9 5 3
Cervus_nippon_yesoensis 7.4 69 139 17 6 7 3 1 58 52 20 10 3
Cervus_nippon_yesoensis 2.9 89 41 15 6 3 0 6 17 9 0 16 3
Cervus_nippon_yesoensis 4.5 94 174 39 17 15 5 2 74 65 24 12 3
Ceryle_rudis 1.9 97 94 50 18 18 4 10 34 34 7 20 5
Ceryle_rudis 9.2 100 633 69 37 13 5 14 341 119 45 129 5
Ceryle_rudis 4.4 72 103 22 8 8 1 5 39 36 7 22 5
Ceryle_rudis 3.7 80 87 23 8 7 2 6 32 31 7 18 5
Ceryle_rudis 1.9 100 24 13 1 8 3 1 2 16 5 2 5
Cetonurus_globiceps 13.8 97 177 13 8 3 0 2 109 40 0 29 3
Cetonurus_globiceps 2.1 90 81 40 9 10 4 17 15 21 8 38 3
Cetonurus_globiceps 29.3 99 233 8 2 3 2 1 59 87 57 31 3
Cetostoma_regani 2 100 35 18 5 7 4 2 10 14 8 4 1
Chaenocephalus_aceratus 4.9 98 365 74 21 16 12 25 105 80 57 124 2
Chaenocephalus_aceratus 2.5 98 365 148 42 32 24 50 105 80 57 124 2
Chaenomugil_proboscideus 2.6 86 117 44 21 19 1 3 53 53 4 8 1
Chaetodontoplus_conspicillatus 2 100 235 117 39 36 11 31 78 73 22 63 2
Chaetodontoplus_conspicillatus 3.6 80 57 16 7 7 0 2 26 25 2 5 2
Chaetodontoplus_septentrionalis 7.2 83 114 16 7 8 0 1 49 54 6 6 3
Chaetodontoplus_septentrionalis 2 85 93 48 21 20 4 3 39 42 6 7 3
Chaetodontoplus_septentrionalis 2 87 93 48 22 21 3 2 41 43 5 5 3
Chaetophractus_vellerosus 2.4 98 158 65 24 31 6 4 64 66 16 13 3
Chaetophractus_vellerosus 13.2 100 78 6 2 1 1 2 26 13 13 27 3
Chaetophractus_vellerosus 2.6 93 206 80 30 29 4 17 74 75 12 46 3
Chaetophractus_villosus 8.7 95 51 6 2 1 1 2 17 9 9 17 5
Chaetophractus_villosus 2.3 96 181 80 30 29 4 17 65 69 11 37 5
Chaetophractus_villosus 2.6 91 206 80 31 27 4 18 73 77 13 44 5
Chaetophractus_villosus 4.4 95 280 64 24 31 6 3 111 131 28 11 5
Chaetophractus_villosus 16 95 95 6 2 1 1 2 32 16 16 32 5
Chaetura_pelagica 2.1 85 102 47 33 0 0 14 70 0 0 29 4
Chaetura_pelagica 2.4 85 100 40 28 0 0 12 69 0 0 28 4
Chaetura_pelagica 2 93 31 16 2 7 1 6 4 15 2 11 4
Chaetura_pelagica 14.9 92 105 7 5 0 0 2 72 0 0 30 4
Chaeturichthys_stigmatias 16.1 100 273 17 5 7 3 2 81 113 48 32 3
Chaeturichthys_stigmatias 5.4 99 674 126 44 44 14 24 236 238 72 129 3
Chaeturichthys_stigmatias 21.4 100 791 37 13 16 3 5 280 342 64 106 3
Chalarodon_madagascariensis 2.8 88 169 59 24 25 3 7 71 67 9 23 3
Chalarodon_madagascariensis 3 65 87 30 12 12 2 4 36 36 5 11 3
Chalarodon_madagascariensis 2.6 99 173 67 29 25 3 10 75 66 7 26 3
Chalceus_macrolepidotus 5 96 165 34 15 13 4 2 71 63 22 10 2
Chalceus_macrolepidotus 9.2 71 151 16 6 6 3 1 65 58 20 9 2
Chalinolobus_tuberculatus 51 100 305 6 2 1 1 2 102 51 51 102 3
Chalinolobus_tuberculatus 3.3 84 268 81 35 27 5 14 117 91 18 43 3
Chalinolobus_tuberculatus 2 88 35 18 9 1 1 7 17 2 3 14 3
Champsocephalus_gunnari 2.5 98 174 71 18 23 8 22 46 54 20 55 2
Champsocephalus_gunnari 2.5 98 174 71 18 23 8 22 46 54 20 55 2
Chanos_chanos 12.2 99 504 41 15 14 6 6 183 171 74 76 1
Chauliodus_sloani 2 100 139 70 19 16 17 18 38 32 34 36 3
Chauliodus_sloani 2 100 99 51 9 9 14 19 18 16 28 38 3
Chauliodus_sloani 5.4 98 1083 201 41 39 49 72 217 212 266 389 3
Cheilochromis_euchilus 2.2 100 25 12 2 2 1 7 4 5 2 15 1
Cheilodactylus_quadricornis 2.3 86 37 17 7 6 2 2 15 14 3 6 1
Chelodina_longicollis 4.3 98 316 74 27 23 11 13 116 97 48 56 1
Chelodina_rugosa 5 64 186 38 14 10 5 9 70 52 25 40 3
Chelodina_rugosa 5 63 183 36 14 11 5 6 71 53 24 36 3
Chelodina_rugosa 3.3 99 242 74 28 21 10 15 92 69 33 49 3
Chelonia_mydas 2.5 91 56 23 11 11 0 1 27 29 0 1 4
Chelonia_mydas 6.6 84 59 9 4 5 0 0 28 31 0 1 4
Chelonia_mydas 33 81 60 2 1 1 0 0 29 31 0 1 4
Chelonia_mydas 2.5 89 60 26 12 13 0 1 29 31 0 1 4
Chelonodon_patoca 4.9 67 177 36 17 11 2 6 74 55 19 30 2
Chelonodon_patoca 4.5 98 240 54 22 17 6 9 99 74 25 43 2
Chelonodon_pleurospilus 1.9 89 38 21 13 1 3 4 24 2 5 8 1
Chelus_fimbriatus 2.9 99 222 76 34 29 4 9 101 85 12 25 2
Chelus_fimbriatus 5.2 100 186 36 17 6 3 10 88 31 15 53 2
Chelydra_serpentina 25 93 127 5 2 3 0 0 51 74 3 0 2
Chelydra_serpentina 2.2 100 25 12 8 2 0 2 17 5 0 4 2
Chikila_fulleri 2.1 100 24 12 4 2 0 6 9 4 0 12 2
